Date,open,high,low,high_open,open_low,total_pips,return_1,return_5,RSI,UpperBB,LowerBB,MACD,Signal,EVM,ROC,ForceIndex,close,close_shifted,Subjectivity_title,Polarity_title,Subjectivity_article,Polarity_article,Compound_title,Negative_title,Neutral_title,Positive_title,Compound_article,Negative_article,Neutral_article,Positive_article
2018-01-02,1.20276,1.20795,1.20232,0.005190000000000028,0.000439999999999996,0.005630000000000024,0.00473289948421387,0.016617766086604525,98.19070904645486,1.200916491944777,1.1676015080552256,0.0050369221622084135,0.002837249991865274,0.10437115999751267,0.016617766086604525,489.3795899999974,1.20579,1.20134,0.4123148148148148,0.07194444444444444,0.4390440487347702,0.13736957200874728,-0.9098,0.315,0.639,0.046,0.9337,0.094,0.802,0.105
2018-01-03,1.20572,1.20654,1.20019,0.0008199999999998209,0.005530000000000257,0.006350000000000078,-0.0036905265427643647,0.01318197535653746,81.85894822666167,1.203328803377358,1.1666891966226445,0.005532427918057525,0.003376285577103725,0.09044373156301874,0.01318197535653746,498.8470800000009,1.20134,1.20672,0.4726190476190476,0.10297619047619047,0.3281117901706136,0.06833269671504966,0.4404,0.114,0.741,0.145,0.9971,0.059,0.827,0.114
2018-01-04,1.20133,1.20879,1.2003700000000002,0.007460000000000022,0.00095999999999985,0.008419999999999872,0.0044783325286762606,0.0152619091689243,83.54289940828444,1.2068926942497102,1.165549305750292,0.006286770855910007,0.003958382632864982,0.08866738840945748,0.0152619091689243,605.1504000000016,1.20672,1.20287,0.38805555555555554,-0.056507936507936514,0.4172965367965367,0.07268181818181818,-0.7845,0.165,0.835,0.0,0.9842,0.075,0.816,0.109
2018-01-05,1.20659,1.20819,1.2019799999999998,0.0015999999999998238,0.004610000000000225,0.006210000000000049,-0.0031904667197029213,0.007243221516973461,67.12871287128753,1.209079097793219,1.1656979022067833,0.006499013660713039,0.004466508838434593,0.0703276035437266,0.007243221516973461,280.6406000000015,1.20287,1.19661,0.5,0.25,0.37638807429130006,0.10273669878508589,0.5994,0.077,0.775,0.148,-0.4404,0.063,0.881,0.056
2018-01-08,1.20266,1.2051,1.19556,0.0024399999999999977,0.007100000000000106,0.009540000000000104,-0.005204219907388291,-0.00291639933006146,43.16939890710364,1.209862146875824,1.1668628531241787,0.0060918647053795905,0.004791580011823593,0.0027158035088645557,-0.00291639933006146,-103.62800000000172,1.19661,1.19357,0.4041666666666666,0.11458333333333333,0.4354642579642579,0.1562995337995338,0.7506,0.041,0.795,0.165,0.9941,0.063,0.825,0.111
2018-01-09,1.1965,1.19747,1.19152,0.0009700000000001373,0.0049799999999997615,0.0059499999999999,-0.0025405102748597553,-0.010134434685973429,23.41166231505655,1.2101335371546136,1.168224462845389,0.005460943276496044,0.004925452664758083,-0.05128191262753344,-0.010134434685973429,-391.6876599999967,1.19357,1.19456,0.5133333333333333,0.1366666666666667,0.39111174448960695,0.06929381051518456,0.1779,0.075,0.84,0.086,0.9978,0.07,0.806,0.124
2018-01-10,1.19345,1.2017,1.19229,0.00825000000000009,0.0011599999999998278,0.009409999999999918,0.000829444439789913,-0.005643697870711046,32.633196721311435,1.2103031115927994,1.1698338884072028,0.004983373002851898,0.004937036732376847,-0.03294411643903996,-0.005643697870711046,-282.4344600000004,1.19456,1.20302,0.41333333333333333,-0.04666666666666668,0.39925772144522126,0.0894223484848485,-0.4019,0.066,0.934,0.0,0.9903,0.08,0.804,0.116
2018-01-11,1.19459,1.2058,1.19295,0.011209999999999942,0.0016400000000000858,0.012850000000000028,0.0070821055451378845,-0.00306616282153278,41.8141592920353,1.2110551034594688,1.1719818965405338,0.0052272894778844226,0.004995087281478364,-0.02427868663636315,-0.00306616282153278,-152.92840000000152,1.20302,1.2203700000000002,0.72,0.13,0.3967886002886001,0.01989610389610391,0.3612,0.056,0.835,0.109,0.9921,0.049,0.855,0.096
2018-01-12,1.20299,1.22167,1.20299,0.01868000000000003,0.0,0.01868000000000003,0.01442203787135725,0.0145485380797593,74.23822714681435,1.216314871147328,1.1705161288526742,0.006742867462848912,0.0053446433177524715,0.07503461194297667,0.0145485380797593,836.5700000000032,1.2203700000000002,1.22623,0.37499999999999994,0.12499999999999999,0.4583155776515152,0.09642913510101006,-0.7315,0.142,0.824,0.034,0.9698,0.057,0.868,0.075
2018-01-15,1.2193200000000002,1.22958,1.21868,0.010259999999999714,0.000640000000000196,0.01089999999999991,0.004801822398124957,0.02475326129649592,91.48459383753516,1.2218080811654377,1.169876918834565,0.008320908705053531,0.0059398963952126856,0.16735174150534832,0.02475326129649592,1235.4205799999988,1.22623,1.22583,0.5475,0.014999999999999993,0.3327949709864603,0.09163281753707285,0.5574,0.155,0.625,0.22,0.9965,0.05,0.836,0.114
