date,open,high,low,high_open,open_low,total_pips,return_1,return_5,RSI,UpperBB,LowerBB,MACD,Signal,EVM,ROC,ForceIndex,close
2011.03.02,1.3776,1.389,1.3743,0.011400000000000077,0.0032999999999998586,0.014699999999999935,0.00646051103368186,0.00851032877509459,71.58671586715866,1.3875928643841002,1.3446171356159,0.00498144302980541,0.002450524034150692,0.02835790529363145,0.00851032877509459,1008.7740000000038,1.3865
2011.03.03,1.3865,1.3973,1.3833,0.01079999999999992,0.0032000000000000917,0.014000000000000012,0.007500901550667122,0.012319733314008353,76.2345679012346,1.3932376412650715,1.3423323587349285,0.006497139621725712,0.0032598471516656962,0.045849033836097376,0.012319733314008353,1357.97700000001,1.3969
2011.03.04,1.3968,1.4006,1.3941,0.0038000000000000256,0.0027000000000001467,0.006500000000000172,0.0012169804567256316,0.017015706806282786,89.79591836734666,1.3982796613780741,1.3413503386219259,0.007746222255033963,0.00415712217233935,0.052664516840940354,0.017015706806282786,1646.8686000000062,1.3986
2011.03.07,1.3994,1.4035,1.3955,0.0040999999999999925,0.0039000000000000146,0.008000000000000007,-0.0012870012870013039,0.011734028683181219,81.39534883720896,1.4020675103113012,1.3414224896886988,0.008492982469107124,0.005024294231692905,0.056328077080546914,0.011734028683181219,1197.5687999999993,1.3968
2011.03.08,1.3968,1.3988,1.3862,0.0020000000000000018,0.010599999999999943,0.012599999999999945,-0.004581901489117956,0.009291521486643544,71.91780821917824,1.4042291011533998,1.3420508988465998,0.008470723577351347,0.005713580100824594,0.026533675640651077,0.009291521486643544,926.8736000000105,1.3904
2011.03.09,1.3904,1.3941,1.3855,0.0036999999999998145,0.0049000000000001265,0.008599999999999941,0.00028768699654772433,0.003101334294987357,60.38647342995165,1.406096920707968,1.3419430792920315,0.008388660644182533,0.006248596209496182,0.017272935118891754,0.003101334294987357,313.86559999999787,1.3908
2011.03.10,1.3908,1.3924,1.3775,0.0016000000000000458,0.01330000000000009,0.014900000000000135,-0.00798101811906824,-0.012312978738635624,9.813084112149454,1.4064832417486441,1.3435067582513553,0.0073432989655550784,0.006467536760707962,-0.031733812700994124,-0.012312978738635624,-1330.316800000008,1.3797
2011.03.11,1.3796,1.3915,1.3752,0.011900000000000022,0.0043999999999999595,0.01629999999999998,0.007610350076103629,-0.006006006006005979,36.092715231788254,1.4074726986205044,1.3460273013794954,0.0072782059242879615,0.006629670593423963,-0.051511677228705234,-0.006006006006005979,-648.5723999999972,1.3902
2011.03.14,1.3951,1.4003,1.3904,0.0052000000000000934,0.0046999999999999265,0.00990000000000002,0.006186160264710071,0.0014318442153493712,52.702702702702695,1.4084983017950574,1.3500016982049423,0.007830304471166505,0.006869797368972472,-0.02367857276473281,0.0014318442153493712,146.27600000000012,1.3988
2011.03.15,1.3988,1.4012,1.3855,0.0023999999999999577,0.01330000000000009,0.015700000000000047,0.0006434086359736208,0.006688722669735229,64.7619047619045,1.4086261459263754,1.354973854073624,0.008245420945545145,0.007144922084287007,-0.006387016579221685,0.006688722669735229,826.193399999988,1.3997
